pickup_month,monthly_hamper_demand,unique_client,total_visits,visits_last_90d,days_since_first_visit,avg_days_between_visits,distance_km,avg_distance_km,distance_category,total_dependents,unique_clients,returning_proportion,prev_month_demand,rolling_3m_demand
Nov-23,591,1696013589329x165842092318032600,10,1.0,0,30.11111111111111,9.126,9.126,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013589329x165842092318032600,10,2.0,29,30.11111111111111,9.126,9.126,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013589329x165842092318032600,10,3.0,63,30.11111111111111,9.126,9.126,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013589329x165842092318032600,10,3.0,93,30.11111111111111,9.126,9.126,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013589329x165842092318032600,10,3.0,121,30.11111111111111,9.126,9.126,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013589329x165842092318032600,10,3.0,153,30.11111111111111,9.126,9.126,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013589329x165842092318032600,10,4.0,182,30.11111111111111,9.126,9.126,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013589329x165842092318032600,10,3.0,217,30.11111111111111,9.126,9.126,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013589329x165842092318032600,10,3.0,245,30.11111111111111,9.126,9.126,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013589329x165842092318032600,10,3.0,275,30.11111111111111,9.126,9.126,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013589350x478154786168727400,11,1.0,0,28.2,11.573,11.573,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013589350x478154786168727400,11,2.0,29,28.2,11.573,11.573,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013589350x478154786168727400,11,3.0,64,28.2,11.573,11.573,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013589350x478154786168727400,11,3.0,97,28.2,11.573,11.573,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013589350x478154786168727400,11,3.0,119,28.2,11.573,11.573,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013589350x478154786168727400,11,3.0,162,28.2,11.573,11.573,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013589350x478154786168727400,11,4.0,183,28.2,11.573,11.573,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013589350x478154786168727400,11,3.0,225,28.2,11.573,11.573,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013589350x478154786168727400,11,3.0,254,28.2,11.573,11.573,medium,4219,985,0.9955277280858676,3.0,751.0
Jul-24,1416,1696013589350x478154786168727400,11,4.0,260,28.2,11.573,11.573,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013589350x478154786168727400,11,4.0,285,28.2,11.573,11.573,medium,4369,998,0.9826238053866203,7.0,748.0
Jan-24,834,1696013589484x369950266829941700,8,1.0,0,30.142857142857142,9.715,9.715,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013589484x369950266829941700,8,2.0,30,30.142857142857142,9.715,9.715,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013589484x369950266829941700,8,3.0,59,30.142857142857142,9.715,9.715,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013589484x369950266829941700,8,3.0,90,30.142857142857142,9.715,9.715,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013589484x369950266829941700,8,4.0,120,30.142857142857142,9.715,9.715,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013589484x369950266829941700,8,3.0,151,30.142857142857142,9.715,9.715,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013589484x369950266829941700,8,3.0,181,30.142857142857142,9.715,9.715,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013589484x369950266829941700,8,3.0,212,30.142857142857142,9.715,9.715,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013589756x723731959088722300,11,1.0,0,25.4,20.037,20.037,far,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013589756x723731959088722300,11,2.0,29,25.4,20.037,20.037,far,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013589756x723731959088722300,11,3.0,62,25.4,20.037,20.037,far,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013589756x723731959088722300,11,3.0,91,25.4,20.037,20.037,far,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013589756x723731959088722300,11,4.0,111,25.4,20.037,20.037,far,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013589756x723731959088722300,11,4.0,142,25.4,20.037,20.037,far,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013589756x723731959088722300,11,4.0,164,25.4,20.037,20.037,far,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013589756x723731959088722300,11,4.0,195,25.4,20.037,20.037,far,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013589756x723731959088722300,11,4.0,224,25.4,20.037,20.037,far,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013589756x723731959088722300,11,3.0,257,25.4,20.037,20.037,far,4369,998,0.9826238053866203,7.0,748.0
Aug-24,1297,1696013589756x723731959088722300,11,4.0,258,25.4,20.037,20.037,far,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013589880x781143662610975100,10,1.0,0,30.22222222222222,12.038,12.038,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013589880x781143662610975100,10,2.0,29,30.22222222222222,12.038,12.038,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013589880x781143662610975100,10,3.0,60,30.22222222222222,12.038,12.038,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013589880x781143662610975100,10,3.0,91,30.22222222222222,12.038,12.038,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013589880x781143662610975100,10,3.0,120,30.22222222222222,12.038,12.038,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013589880x781143662610975100,10,3.0,151,30.22222222222222,12.038,12.038,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013589880x781143662610975100,10,4.0,181,30.22222222222222,12.038,12.038,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013589880x781143662610975100,10,3.0,212,30.22222222222222,12.038,12.038,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013589880x781143662610975100,10,3.0,242,30.22222222222222,12.038,12.038,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013589880x781143662610975100,10,3.0,273,30.22222222222222,12.038,12.038,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013589905x478692582037353540,11,1.0,0,26.1,2.154,2.154,near,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013589905x478692582037353540,11,2.0,33,26.1,2.154,2.154,near,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013589905x478692582037353540,11,3.0,67,26.1,2.154,2.154,near,3160,765,0.9987878787878788,845.0,791.0
Mar-24,938,1696013589905x478692582037353540,11,2.0,132,26.1,2.154,2.154,near,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013589905x478692582037353540,11,2.0,157,26.1,2.154,2.154,near,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013589905x478692582037353540,11,3.0,166,26.1,2.154,2.154,near,3634,935,0.9989680082559339,938.0,1218.6666666666667
May-24,1180,1696013589905x478692582037353540,11,4.0,167,26.1,2.154,2.154,near,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013589905x478692582037353540,11,5.0,200,26.1,2.154,2.154,near,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013589905x478692582037353540,11,5.0,231,26.1,2.154,2.154,near,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013589905x478692582037353540,11,3.0,261,26.1,2.154,2.154,near,4369,998,0.9826238053866203,7.0,748.0
Aug-24,1297,1696013589905x478692582037353540,11,4.0,264,26.1,2.154,2.154,near,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013589923x999249279200251700,10,1.0,0,30.555555555555557,9.161,9.161,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013589923x999249279200251700,10,2.0,31,30.555555555555557,9.161,9.161,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013589923x999249279200251700,10,3.0,60,30.555555555555557,9.161,9.161,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013589923x999249279200251700,10,3.0,90,30.555555555555557,9.161,9.161,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013589923x999249279200251700,10,3.0,122,30.555555555555557,9.161,9.161,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013589923x999249279200251700,10,3.0,151,30.555555555555557,9.161,9.161,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013589923x999249279200251700,10,3.0,186,30.555555555555557,9.161,9.161,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013589923x999249279200251700,10,4.0,211,30.555555555555557,9.161,9.161,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013589923x999249279200251700,10,4.0,241,30.555555555555557,9.161,9.161,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013589923x999249279200251700,10,3.0,278,30.555555555555557,9.161,9.161,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013589925x280256157397283040,10,1.0,0,30.333333333333332,14.684,14.684000000000001,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013589925x280256157397283040,10,2.0,30,30.333333333333332,14.684,14.684000000000001,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013589925x280256157397283040,10,3.0,61,30.333333333333332,14.684,14.684000000000001,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013589925x280256157397283040,10,3.0,92,30.333333333333332,14.684,14.684000000000001,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013589925x280256157397283040,10,3.0,124,30.333333333333332,14.684,14.684000000000001,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013589925x280256157397283040,10,3.0,153,30.333333333333332,14.684,14.684000000000001,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013589925x280256157397283040,10,3.0,183,30.333333333333332,14.684,14.684000000000001,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013589925x280256157397283040,10,4.0,214,30.333333333333332,14.684,14.684000000000001,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013589925x280256157397283040,10,3.0,250,30.333333333333332,14.684,14.684000000000001,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013589925x280256157397283040,10,3.0,278,30.333333333333332,14.684,14.684000000000001,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013589949x214191821883132900,10,1.0,0,29.0,6.791,6.7909999999999995,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013589949x214191821883132900,10,2.0,32,29.0,6.791,6.7909999999999995,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013589949x214191821883132900,10,3.0,70,29.0,6.791,6.7909999999999995,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013589949x214191821883132900,10,3.0,102,29.0,6.791,6.7909999999999995,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013589949x214191821883132900,10,3.0,130,29.0,6.791,6.7909999999999995,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013589949x214191821883132900,10,4.0,155,29.0,6.791,6.7909999999999995,medium,3525,905,0.9989224137931034,,940.0
Apr-24,940,1696013589949x214191821883132900,10,4.0,167,29.0,6.791,6.7909999999999995,medium,3525,905,0.9989224137931034,,940.0
Jun-24,1538,1696013589949x214191821883132900,10,4.0,215,29.0,6.791,6.7909999999999995,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013589949x214191821883132900,10,4.0,229,29.0,6.791,6.7909999999999995,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013589949x214191821883132900,10,3.0,264,29.0,6.791,6.7909999999999995,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013589971x226458845140047100,10,1.0,0,32.333333333333336,12.925,12.925,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013589971x226458845140047100,10,2.0,29,32.333333333333336,12.925,12.925,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013589971x226458845140047100,10,3.0,71,32.333333333333336,12.925,12.925,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013589971x226458845140047100,10,3.0,106,32.333333333333336,12.925,12.925,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013589971x226458845140047100,10,3.0,139,32.333333333333336,12.925,12.925,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013589971x226458845140047100,10,3.0,167,32.333333333333336,12.925,12.925,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013589971x226458845140047100,10,3.0,201,32.333333333333336,12.925,12.925,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013589971x226458845140047100,10,3.0,232,32.333333333333336,12.925,12.925,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013589971x226458845140047100,10,3.0,264,32.333333333333336,12.925,12.925,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013589971x226458845140047100,10,3.0,295,32.333333333333336,12.925,12.925,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013590255x873363916400474500,11,1.0,0,25.7,11.326,11.326,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013590255x873363916400474500,11,2.0,30,25.7,11.326,11.326,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013590255x873363916400474500,11,3.0,65,25.7,11.326,11.326,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013590255x873363916400474500,11,3.0,97,25.7,11.326,11.326,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013590255x873363916400474500,11,3.0,126,25.7,11.326,11.326,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013590255x873363916400474500,11,3.0,161,25.7,11.326,11.326,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013590255x873363916400474500,11,3.0,191,25.7,11.326,11.326,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013590255x873363916400474500,11,3.0,221,25.7,11.326,11.326,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013590255x873363916400474500,11,4.0,226,25.7,11.326,11.326,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013590255x873363916400474500,11,4.0,261,25.7,11.326,11.326,medium,4369,998,0.9826238053866203,7.0,748.0
Aug-24,1297,1696013590255x873363916400474500,11,5.0,261,25.7,11.326,11.326,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013590272x318221867039894400,10,1.0,0,30.22222222222222,4.381,4.381,near,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013590272x318221867039894400,10,2.0,29,30.22222222222222,4.381,4.381,near,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013590272x318221867039894400,10,3.0,51,30.22222222222222,4.381,4.381,near,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013590272x318221867039894400,10,4.0,79,30.22222222222222,4.381,4.381,near,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013590272x318221867039894400,10,4.0,108,30.22222222222222,4.381,4.381,near,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013590272x318221867039894400,10,4.0,136,30.22222222222222,4.381,4.381,near,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013590272x318221867039894400,10,4.0,162,30.22222222222222,4.381,4.381,near,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013590272x318221867039894400,10,4.0,195,30.22222222222222,4.381,4.381,near,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013590272x318221867039894400,10,4.0,225,30.22222222222222,4.381,4.381,near,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013590272x318221867039894400,10,3.0,276,30.22222222222222,4.381,4.381,near,4369,998,0.9826238053866203,7.0,748.0
Dec-23,694,1696013590274x283597603334538430,11,1.0,0,25.5,9.224,9.224,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013590274x283597603334538430,11,2.0,30,25.5,9.224,9.224,medium,3160,765,0.9987878787878788,845.0,791.0
Jan-24,834,1696013590274x283597603334538430,11,3.0,34,25.5,9.224,9.224,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013590274x283597603334538430,11,4.0,64,25.5,9.224,9.224,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013590274x283597603334538430,11,4.0,99,25.5,9.224,9.224,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013590274x283597603334538430,11,3.0,139,25.5,9.224,9.224,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013590274x283597603334538430,11,3.0,169,25.5,9.224,9.224,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013590274x283597603334538430,11,3.0,196,25.5,9.224,9.224,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013590274x283597603334538430,11,4.0,226,25.5,9.224,9.224,medium,4219,985,0.9955277280858676,3.0,751.0
Jul-24,1416,1696013590274x283597603334538430,11,4.0,230,25.5,9.224,9.224,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013590274x283597603334538430,11,4.0,260,25.5,9.224,9.224,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013590832x536940087650414900,10,1.0,0,29.77777777777778,0.484,0.484,near,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013590832x536940087650414900,10,2.0,27,29.77777777777778,0.484,0.484,near,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013590832x536940087650414900,10,3.0,57,29.77777777777778,0.484,0.484,near,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013590832x536940087650414900,10,3.0,90,29.77777777777778,0.484,0.484,near,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013590832x536940087650414900,10,3.0,117,29.77777777777778,0.484,0.484,near,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013590832x536940087650414900,10,3.0,152,29.77777777777778,0.484,0.484,near,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013590832x536940087650414900,10,4.0,180,29.77777777777778,0.484,0.484,near,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013590832x536940087650414900,10,3.0,209,29.77777777777778,0.484,0.484,near,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013590832x536940087650414900,10,3.0,251,29.77777777777778,0.484,0.484,near,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013590832x536940087650414900,10,3.0,271,29.77777777777778,0.484,0.484,near,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013590859x172792487259963780,8,1.0,0,39.285714285714285,2.391,2.391,near,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013590859x172792487259963780,8,2.0,36,39.285714285714285,2.391,2.391,near,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013590859x172792487259963780,8,3.0,77,39.285714285714285,2.391,2.391,near,3160,765,0.9987878787878788,845.0,791.0
Apr-24,940,1696013590859x172792487259963780,8,2.0,154,39.285714285714285,2.391,2.391,near,3525,905,0.9989224137931034,,940.0
Jun-24,1538,1696013590859x172792487259963780,8,2.0,218,39.285714285714285,2.391,2.391,near,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013590859x172792487259963780,8,2.0,248,39.285714285714285,2.391,2.391,near,4219,985,0.9955277280858676,3.0,751.0
Jul-24,1416,1696013590859x172792487259963780,8,3.0,253,39.285714285714285,2.391,2.391,near,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013590859x172792487259963780,8,4.0,279,39.285714285714285,2.391,2.391,near,4369,998,0.9826238053866203,7.0,748.0
Dec-23,694,1696013590863x338301664917519400,1,1.0,0,,3.118,3.118,near,2594,646,0.9898107714701602,1297.0,666.0
Nov-23,591,1696013590874x433774862791098900,10,1.0,0,28.333333333333332,15.065,15.065000000000001,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013590874x433774862791098900,10,2.0,29,28.333333333333332,15.065,15.065000000000001,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013590874x433774862791098900,10,3.0,44,28.333333333333332,15.065,15.065000000000001,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013590874x433774862791098900,10,4.0,77,28.333333333333332,15.065,15.065000000000001,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013590874x433774862791098900,10,4.0,105,28.333333333333332,15.065,15.065000000000001,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013590874x433774862791098900,10,3.0,136,28.333333333333332,15.065,15.065000000000001,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013590874x433774862791098900,10,4.0,166,28.333333333333332,15.065,15.065000000000001,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013590874x433774862791098900,10,3.0,197,28.333333333333332,15.065,15.065000000000001,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013590874x433774862791098900,10,3.0,227,28.333333333333332,15.065,15.065000000000001,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013590874x433774862791098900,10,3.0,258,28.333333333333332,15.065,15.065000000000001,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013590924x967126374427986300,10,1.0,0,29.77777777777778,12.387,12.387,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013590924x967126374427986300,10,2.0,32,29.77777777777778,12.387,12.387,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013590924x967126374427986300,10,3.0,61,29.77777777777778,12.387,12.387,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013590924x967126374427986300,10,3.0,95,29.77777777777778,12.387,12.387,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013590924x967126374427986300,10,3.0,126,29.77777777777778,12.387,12.387,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013590924x967126374427986300,10,3.0,155,29.77777777777778,12.387,12.387,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013590924x967126374427986300,10,4.0,179,29.77777777777778,12.387,12.387,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013590924x967126374427986300,10,3.0,216,29.77777777777778,12.387,12.387,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013590924x967126374427986300,10,4.0,237,29.77777777777778,12.387,12.387,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013590924x967126374427986300,10,3.0,272,29.77777777777778,12.387,12.387,medium,4369,998,0.9826238053866203,7.0,748.0
Dec-23,694,1696013591581x236330273966455230,8,1.0,0,32.714285714285715,11.526,11.526,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013591581x236330273966455230,8,2.0,50,32.714285714285715,11.526,11.526,medium,3160,765,0.9987878787878788,845.0,791.0
Mar-24,938,1696013591581x236330273966455230,8,2.0,98,32.714285714285715,11.526,11.526,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013591581x236330273966455230,8,3.0,139,32.714285714285715,11.526,11.526,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013591581x236330273966455230,8,3.0,141,32.714285714285715,11.526,11.526,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013591581x236330273966455230,8,4.0,184,32.714285714285715,11.526,11.526,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013591581x236330273966455230,8,4.0,202,32.714285714285715,11.526,11.526,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013591581x236330273966455230,8,3.0,232,32.714285714285715,11.526,11.526,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013591589x133934500770154220,10,1.0,0,30.77777777777778,11.905,11.905,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013591589x133934500770154220,10,2.0,31,30.77777777777778,11.905,11.905,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013591589x133934500770154220,10,3.0,66,30.77777777777778,11.905,11.905,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013591589x133934500770154220,10,3.0,97,30.77777777777778,11.905,11.905,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013591589x133934500770154220,10,3.0,125,30.77777777777778,11.905,11.905,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013591589x133934500770154220,10,3.0,158,30.77777777777778,11.905,11.905,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013591589x133934500770154220,10,4.0,187,30.77777777777778,11.905,11.905,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696013591589x133934500770154220,10,3.0,220,30.77777777777778,11.905,11.905,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696013591589x133934500770154220,10,3.0,250,30.77777777777778,11.905,11.905,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696013591589x133934500770154220,10,3.0,283,30.77777777777778,11.905,11.905,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696013591604x721389890100139300,11,1.0,0,26.5,10.128,10.128,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696013591604x721389890100139300,11,2.0,26,26.5,10.128,10.128,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696013591604x721389890100139300,11,3.0,59,26.5,10.128,10.128,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696013591604x721389890100139300,11,3.0,90,26.5,10.128,10.128,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696013591604x721389890100139300,11,3.0,122,26.5,10.128,10.128,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696013591604x721389890100139300,11,3.0,157,26.5,10.128,10.128,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696013591604x721389890100139300,11,3.0,181,26.5,10.128,10.128,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
